PRODUCTO,MERCADO,PRECIO_MINIMO,PRECIO_PROMEDIO,PRECIO_MAXIMO,PENULTIMO_PRECIO,FECHA_PENULTIMO_PRECIO,ULTIMO_PRECIO,FECHA_ULTIMO_PRECIO,TENDENCIA,%_VARIACION,CATEGORIA,PRODUCTO_ID,CATEGORIA_ID,MERCADO_ID,TENDENCIA_ID
UVA_ROSADA_PERU,AMBATO_EPEMA,1.43,1.61,1.69,1.63,19/08/2024,1.69,21/08/2024,SUBIO,3.55,FRUTAS,93,2,1,4
UVA_ROSADA_PERU,GUARANDA_24_DE_MAYO,2.2,2.2,2.2,,NAN,2.2,14/08/2024,NAN,,FRUTAS,93,2,24,1
UVA_ROSADA_PERU,QUITO_MMQEP,1.53,1.55,1.56,1.56,16/08/2024,1.53,20/08/2024,BAJO,-1.96,FRUTAS,93,2,5,3
UVA_ROSADACHILE,AMBATO_EPEMA,2.56,2.64,2.68,2.68,16/08/2024,2.68,19/08/2024,SE_MANTIENE,0.0,FRUTAS,94,2,1,2
UVA_ROSADACHILE,QUITO_MMQEP,2.2,2.24,2.26,2.26,16/08/2024,2.2,20/08/2024,BAJO,-2.73,FRUTAS,94,2,5,3
YUCA,CUENCA_EL_ARENAL,0.58,0.61,0.66,0.58,16/08/2024,0.66,20/08/2024,SUBIO,12.12,TUBERCULOS,95,5,11,4
YUCA,GUAYAQUIL_TTV,0.57,0.57,0.57,0.57,15/08/2024,0.57,20/08/2024,SE_MANTIENE,0.0,TUBERCULOS,95,5,7,2
YUCA,PORTOVIEJO,0.2,0.2,0.2,0.2,16/08/2024,0.2,19/08/2024,SE_MANTIENE,0.0,TUBERCULOS,95,5,28,2
YUCA,QUITO_MMQEP,0.7,0.71,0.73,0.7,16/08/2024,0.73,20/08/2024,SUBIO,4.11,TUBERCULOS,95,5,5,4
YUCA,STO._DOMINGO,0.37,0.39,0.4,0.4,15/08/2024,0.39,20/08/2024,BAJO,-2.56,TUBERCULOS,95,5,15,3
ZANAHORIA_AMARILLA,AMBATO_EPEMA,0.11,0.15,0.18,0.18,19/08/2024,0.14,21/08/2024,BAJO,-28.57,VERDURAS,96,3,1,3
ZANAHORIA_AMARILLA,BOLIVARCARCHI,0.14,0.14,0.14,0.14,14/08/2024,0.14,21/08/2024,SE_MANTIENE,0.0,VERDURAS,96,3,19,2
ZANAHORIA_AMARILLA,CUENCA_EL_ARENAL,0.18,0.2,0.25,0.18,16/08/2024,0.25,20/08/2024,SUBIO,28.0,VERDURAS,96,3,11,4
ZANAHORIA_AMARILLA,GUAYAQUIL_TTV,0.13,0.17,0.25,0.15,15/08/2024,0.15,20/08/2024,SE_MANTIENE,0.0,VERDURAS,96,3,7,2
ZANAHORIA_AMARILLA,IBARRA_COMERCIBARRA,0.26,0.26,0.26,0.26,15/08/2024,0.26,19/08/2024,SE_MANTIENE,0.0,VERDURAS,96,3,12,2
ZANAHORIA_AMARILLA,LATACUNGA,0.08,0.14,0.17,0.17,16/08/2024,0.08,20/08/2024,BAJO,-112.5,VERDURAS,96,3,13,3
ZANAHORIA_AMARILLA,MACHACHI_FERIA_DE_PROD._AGRICOLAS,0.13,0.13,0.13,,NAN,0.13,15/08/2024,NAN,,VERDURAS,96,3,25,1
ZANAHORIA_AMARILLA,MANTA_EL_MADRUGADOR,0.19,0.21,0.22,0.22,16/08/2024,0.22,20/08/2024,SE_MANTIENE,0.0,VERDURAS,96,3,27,2
ZANAHORIA_AMARILLA,QUITO_MMQEP,0.16,0.17,0.17,0.17,16/08/2024,0.16,20/08/2024,BAJO,-6.25,VERDURAS,96,3,5,3
ZANAHORIA_AMARILLA,RIOBAMBA_EPEMMPA,0.13,0.16,0.22,0.22,19/08/2024,0.17,21/08/2024,BAJO,-29.41,VERDURAS,96,3,9,3
ZANAHORIA_AMARILLA,SALCEDO_PLAZA_AMERICA,0.16,0.16,0.16,,NAN,0.16,15/08/2024,NAN,,VERDURAS,96,3,26,1
