PRODUCTO,MERCADO,PRECIO_MINIMO,PRECIO_PROMEDIO,PRECIO_MAXIMO,PENULTIMO_PRECIO,FECHA_PENULTIMO_PRECIO,ULTIMO_PRECIO,FECHA_ULTIMO_PRECIO,TENDENCIA,%_VARIACION,CATEGORIA,PRODUCTO_ID,CATEGORIA_ID,MERCADO_ID,TENDENCIA_ID
MORA_DE_CASTILLA,MILAGRO_MERCADO_DE_TRANSFERENCIA,1.95,1.95,1.95,,NAN,1.95,16/08/2024,NAN,,FRUTAS,59,2,14,1
MORA_DE_CASTILLA,QUITO_MMQEP,1.25,1.27,1.32,1.25,16/08/2024,1.25,20/08/2024,SE_MANTIENE,0.0,FRUTAS,59,2,5,2
MORA_DE_CASTILLA,RIOBAMBA_EPEMMPA,0.73,0.87,0.91,0.91,16/08/2024,0.91,19/08/2024,SE_MANTIENE,0.0,FRUTAS,59,2,9,2
NARANJA,BABAHOYO_4_DE_MAYO,0.39,0.39,0.39,,NAN,0.39,15/08/2024,NAN,,FRUTAS,60,2,18,1
NARANJA,CUENCA_EL_ARENAL,0.44,0.45,0.48,0.44,16/08/2024,0.48,20/08/2024,SUBIO,8.33,FRUTAS,60,2,11,4
NARANJA,GUARANDA_24_DE_MAYO,0.37,0.37,0.37,,NAN,0.37,14/08/2024,NAN,,FRUTAS,60,2,24,1
NARANJA,GUAYAQUIL_TTV,0.44,0.45,0.46,0.45,15/08/2024,0.46,20/08/2024,SUBIO,2.17,FRUTAS,60,2,7,4
NARANJA,MANTA_EL_MADRUGADOR,0.44,0.44,0.44,0.44,13/08/2024,0.44,16/08/2024,SE_MANTIENE,0.0,FRUTAS,60,2,27,2
NARANJA,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.42,0.42,0.42,,NAN,0.42,16/08/2024,NAN,,FRUTAS,60,2,14,1
NARANJA,PORTOVIEJO,0.35,0.35,0.35,0.35,16/08/2024,0.35,19/08/2024,SE_MANTIENE,0.0,FRUTAS,60,2,28,2
NARANJA,QUITO_MMQEP,0.46,0.48,0.51,0.46,16/08/2024,0.51,20/08/2024,SUBIO,9.8,FRUTAS,60,2,5,4
NARANJA,STO._DOMINGO,0.43,0.44,0.45,0.44,15/08/2024,0.43,20/08/2024,BAJO,-2.33,FRUTAS,60,2,15,3
NARANJILLA_DE_JUGO,AMBATO_EPEMA,0.92,1.06,1.17,1.1,19/08/2024,1.17,21/08/2024,SUBIO,5.98,FRUTAS,61,2,1,4
NARANJILLA_HIBRIDA,AMBATO_EPEMA,0.58,0.77,0.88,0.85,19/08/2024,0.88,21/08/2024,SUBIO,3.41,FRUTAS,62,2,1,4
NARANJILLA_HIBRIDA,CUENCA_EL_ARENAL,1.1,1.15,1.17,1.17,16/08/2024,1.1,20/08/2024,BAJO,-6.36,FRUTAS,62,2,11,3
NARANJILLA_HIBRIDA,GUARANDA_24_DE_MAYO,0.67,0.67,0.67,,NAN,0.67,14/08/2024,NAN,,FRUTAS,62,2,24,1
NARANJILLA_HIBRIDA,GUAYAQUIL_TTV,0.75,0.84,0.9,0.86,15/08/2024,0.9,20/08/2024,SUBIO,4.44,FRUTAS,62,2,7,4
NARANJILLA_HIBRIDA,IBARRA_COMERCIBARRA,0.73,0.74,0.76,0.73,15/08/2024,0.73,19/08/2024,SE_MANTIENE,0.0,FRUTAS,62,2,12,2
NARANJILLA_HIBRIDA,MACHALA_MERCADO_MAYORISTA,1.24,1.24,1.24,,NAN,1.24,15/08/2024,NAN,,FRUTAS,62,2,20,1
NARANJILLA_HIBRIDA,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.88,0.88,0.88,,NAN,0.88,16/08/2024,NAN,,FRUTAS,62,2,14,1
NARANJILLA_HIBRIDA,QUITO_MMQEP,0.76,0.76,0.76,0.76,13/08/2024,0.76,16/08/2024,SE_MANTIENE,0.0,FRUTAS,62,2,5,2
NARANJILLA_HIBRIDA,RIOBAMBA_EPEMMPA,0.83,0.86,0.88,0.88,19/08/2024,0.85,21/08/2024,BAJO,-3.53,FRUTAS,62,2,9,3
NARANJILLA_HIBRIDA,STO._DOMINGO,0.79,0.79,0.8,0.79,15/08/2024,0.79,20/08/2024,SE_MANTIENE,0.0,FRUTAS,62,2,15,2
PAPA_BOLONA,MACHALA_MERCADO_MAYORISTA,0.79,0.79,0.79,,NAN,0.79,15/08/2024,NAN,,TUBERCULOS,63,5,20,1
PAPA_CAPIRO,IBARRA_COMERCIBARRA,0.57,0.6,0.61,0.61,15/08/2024,0.57,19/08/2024,BAJO,-7.02,TUBERCULOS,64,5,12,3
PAPA_CAPIRO,QUITO_MMQEP,0.59,0.61,0.63,0.59,16/08/2024,0.6,20/08/2024,SUBIO,1.67,TUBERCULOS,64,5,5,4
PAPA_CAPIRO,SAN_GABRIEL_CARCHI,0.58,0.58,0.58,,NAN,0.58,16/08/2024,NAN,,TUBERCULOS,64,5,29,1
PAPA_FRIPAPA,GUARANDA_24_DE_MAYO,0.54,0.54,0.54,,NAN,0.54,14/08/2024,NAN,,TUBERCULOS,65,5,24,1
PAPA_FRIPAPA,LATACUNGA,0.57,0.61,0.68,0.59,16/08/2024,0.57,20/08/2024,BAJO,-3.51,TUBERCULOS,65,5,13,3
PAPA_FRIPAPA,RIOBAMBA_EPEMMPA,0.64,0.67,0.7,0.64,16/08/2024,0.7,19/08/2024,SUBIO,8.57,TUBERCULOS,65,5,9,4
PAPA_GABRIELA,AMBATO_EPEMA,0.6,0.63,0.66,0.6,19/08/2024,0.63,21/08/2024,SUBIO,4.76,TUBERCULOS,66,5,1,4
PAPA_GABRIELA,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.65,0.65,0.65,,NAN,0.65,16/08/2024,NAN,,TUBERCULOS,66,5,14,1
PAPA_GABRIELA,RIOBAMBA_EPEMMPA,0.44,0.48,0.52,0.44,16/08/2024,0.52,19/08/2024,SUBIO,15.38,TUBERCULOS,66,5,9,4
PAPA_LEONA_BLANCA_O_CECILIA,LATACUNGA,0.57,0.59,0.63,0.57,16/08/2024,0.63,20/08/2024,SUBIO,9.52,TUBERCULOS,67,5,13,4
PAPA_LEONA_BLANCA_O_CECILIA,SALCEDO_PLAZA_AMERICA,0.6,0.6,0.6,,NAN,0.6,15/08/2024,NAN,,TUBERCULOS,67,5,26,1
PAPA_PUZDA,AMBATO_EPEMA,0.48,0.54,0.59,0.48,19/08/2024,0.56,21/08/2024,SUBIO,14.29,TUBERCULOS,68,5,1,4
PAPA_ROSITA,AMBATO_EPEMA,0.43,0.52,0.57,0.43,19/08/2024,0.52,21/08/2024,SUBIO,17.31,TUBERCULOS,69,5,1,4
PAPA_ROSITA,RIOBAMBA_EPEMMPA,0.39,0.43,0.48,0.39,19/08/2024,0.48,21/08/2024,SUBIO,18.75,TUBERCULOS,69,5,9,4
PAPA_SEMI_UVILLA,RIOBAMBA_EPEMMPA,0.44,0.45,0.48,0.44,16/08/2024,0.44,19/08/2024,SE_MANTIENE,0.0,TUBERCULOS,70,5,9,2
PAPA_SUPER_CHOLA,AMBATO_EPEMA,0.7,0.76,0.82,0.77,19/08/2024,0.72,21/08/2024,BAJO,-6.94,TUBERCULOS,71,5,1,3
PAPA_SUPER_CHOLA,AZOGUES_5_DE_AGOSTO,0.91,0.91,0.91,,NAN,0.91,16/08/2024,NAN,,TUBERCULOS,71,5,17,1
PAPA_SUPER_CHOLA,BABAHOYO_4_DE_MAYO,0.7,0.7,0.7,,NAN,0.7,15/08/2024,NAN,,TUBERCULOS,71,5,18,1
PAPA_SUPER_CHOLA,CUENCA_EL_ARENAL,0.66,0.83,0.94,0.8,16/08/2024,0.86,20/08/2024,SUBIO,6.98,TUBERCULOS,71,5,11,4
PAPA_SUPER_CHOLA,GUARANDA_24_DE_MAYO,0.73,0.73,0.73,,NAN,0.73,14/08/2024,NAN,,TUBERCULOS,71,5,24,1
PAPA_SUPER_CHOLA,GUAYAQUIL_TTV,0.71,0.73,0.75,0.72,15/08/2024,0.71,20/08/2024,BAJO,-1.41,TUBERCULOS,71,5,7,3
PAPA_SUPER_CHOLA,IBARRA_COMERCIBARRA,0.66,0.69,0.7,0.7,15/08/2024,0.66,19/08/2024,BAJO,-6.06,TUBERCULOS,71,5,12,3
PAPA_SUPER_CHOLA,LATACUNGA,0.65,0.69,0.74,0.67,16/08/2024,0.65,20/08/2024,BAJO,-3.08,TUBERCULOS,71,5,13,3
PAPA_SUPER_CHOLA,MACHACHI_FERIA_DE_PROD._AGRICOLAS,0.72,0.72,0.72,,NAN,0.72,15/08/2024,NAN,,TUBERCULOS,71,5,25,1
PAPA_SUPER_CHOLA,MANTA_EL_MADRUGADOR,0.77,0.81,0.83,0.83,16/08/2024,0.83,20/08/2024,SE_MANTIENE,0.0,TUBERCULOS,71,5,27,2
PAPA_SUPER_CHOLA,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.71,0.71,0.71,,NAN,0.71,16/08/2024,NAN,,TUBERCULOS,71,5,14,1
PAPA_SUPER_CHOLA,QUITO_MMQEP,0.64,0.67,0.7,0.64,16/08/2024,0.67,20/08/2024,SUBIO,4.48,TUBERCULOS,71,5,5,4
PAPA_SUPER_CHOLA,RIOBAMBA_EPEMMPA,0.6,0.66,0.72,0.6,16/08/2024,0.66,19/08/2024,SUBIO,9.09,TUBERCULOS,71,5,9,4
PAPA_SUPER_CHOLA,SALCEDO_PLAZA_AMERICA,0.72,0.72,0.72,,NAN,0.72,15/08/2024,NAN,,TUBERCULOS,71,5,26,1
PAPA_SUPER_CHOLA,SAN_GABRIEL_CARCHI,0.64,0.64,0.64,,NAN,0.64,16/08/2024,NAN,,TUBERCULOS,71,5,29,1
PAPA_SUPREMA,SALCEDO_PLAZA_AMERICA,0.6,0.6,0.6,,NAN,0.6,15/08/2024,NAN,,TUBERCULOS,72,5,26,1
PAPA_UNICA,AMBATO_EPEMA,0.58,0.62,0.66,0.6,19/08/2024,0.58,21/08/2024,BAJO,-3.45,TUBERCULOS,73,5,1,3
PAPA_UNICA,CUENCA_EL_ARENAL,0.44,0.45,0.48,0.44,16/08/2024,0.44,20/08/2024,SE_MANTIENE,0.0,TUBERCULOS,73,5,11,2
PAPA_UNICA,IBARRA_COMERCIBARRA,0.48,0.53,0.59,0.52,15/08/2024,0.48,19/08/2024,BAJO,-8.33,TUBERCULOS,73,5,12,3
PAPA_UNICA,MACHALA_MERCADO_MAYORISTA,0.6,0.6,0.6,,NAN,0.6,15/08/2024,NAN,,TUBERCULOS,73,5,20,1
PAPA_UNICA,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.61,0.61,0.61,,NAN,0.61,16/08/2024,NAN,,TUBERCULOS,73,5,14,1
PAPA_UNICA,QUITO_MMQEP,0.46,0.5,0.57,0.46,16/08/2024,0.47,20/08/2024,SUBIO,2.13,TUBERCULOS,73,5,5,4
PAPA_UNICA,RIOBAMBA_EPEMMPA,0.44,0.5,0.55,0.46,16/08/2024,0.44,19/08/2024,BAJO,-4.55,TUBERCULOS,73,5,9,3
PAPA_UNICA,SAN_GABRIEL_CARCHI,0.53,0.53,0.53,,NAN,0.53,16/08/2024,NAN,,TUBERCULOS,73,5,29,1
PAPA_UVILLA_O_BOLONA,RIOBAMBA_EPEMMPA,0.48,0.53,0.55,0.55,16/08/2024,0.52,19/08/2024,BAJO,-5.77,TUBERCULOS,74,5,9,3
PAPAYA_NACIONAL,BABAHOYO_4_DE_MAYO,0.49,0.56,0.62,,NAN,0.56,15/08/2024,NAN,,FRUTAS,75,2,18,1
PAPAYA_NACIONAL,GUAYAQUIL_TTV,0.47,0.49,0.5,0.49,15/08/2024,0.47,20/08/2024,BAJO,-4.26,FRUTAS,75,2,7,3
PAPAYA_NACIONAL,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.55,0.55,0.55,,NAN,0.55,16/08/2024,NAN,,FRUTAS,75,2,14,1
PEPINILLO_PEPINO,BABAHOYO_4_DE_MAYO,0.45,0.45,0.45,,NAN,0.45,15/08/2024,NAN,,VERDURAS,76,3,18,1
PEPINILLO_PEPINO,GUAYAQUIL_TTV,0.7,0.7,0.71,0.71,15/08/2024,0.7,20/08/2024,BAJO,-1.43,VERDURAS,76,3,7,3
PEPINILLO_PEPINO,IBARRA_COMERCIBARRA,0.24,0.25,0.26,0.26,15/08/2024,0.26,19/08/2024,SE_MANTIENE,0.0,VERDURAS,76,3,12,2
PEPINILLO_PEPINO,MACHALA_MERCADO_MAYORISTA,0.84,0.84,0.84,,NAN,0.84,15/08/2024,NAN,,VERDURAS,76,3,20,1
PEPINILLO_PEPINO,MANTA_EL_MADRUGADOR,0.52,0.52,0.52,0.52,16/08/2024,0.52,20/08/2024,SE_MANTIENE,0.0,VERDURAS,76,3,27,2
PEPINILLO_PEPINO,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.51,0.51,0.51,,NAN,0.51,16/08/2024,NAN,,VERDURAS,76,3,14,1
PEPINILLO_PEPINO,PORTOVIEJO,0.44,0.47,0.5,0.48,16/08/2024,0.44,19/08/2024,BAJO,-9.09,VERDURAS,76,3,28,3
PEPINILLO_PEPINO,QUITO_MMQEP,0.4,0.42,0.45,0.42,16/08/2024,0.4,20/08/2024,BAJO,-5.0,VERDURAS,76,3,5,3
PEPINILLO_PEPINO,RIOBAMBA_EPEMMPA,0.4,0.41,0.41,0.41,16/08/2024,0.4,19/08/2024,BAJO,-2.5,VERDURAS,76,3,9,3
PEPINILLO_PEPINO,STO._DOMINGO,0.42,0.43,0.44,0.42,15/08/2024,0.44,20/08/2024,SUBIO,4.55,VERDURAS,76,3,15,4
PIMIENTO,BABAHOYO_4_DE_MAYO,0.68,0.68,0.68,,NAN,0.68,15/08/2024,NAN,,VERDURAS,77,3,18,1
PIMIENTO,CUENCA_EL_ARENAL,0.48,0.53,0.63,0.48,16/08/2024,0.63,20/08/2024,SUBIO,23.81,VERDURAS,77,3,11,4
PIMIENTO,GUARANDA_24_DE_MAYO,0.55,0.55,0.55,,NAN,0.55,14/08/2024,NAN,,VERDURAS,77,3,24,1
PIMIENTO,GUAYAQUIL_TTV,0.49,0.55,0.65,0.49,15/08/2024,0.65,20/08/2024,SUBIO,24.62,VERDURAS,77,3,7,4
PIMIENTO,IBARRA_COMERCIBARRA,0.36,0.39,0.42,0.36,12/08/2024,0.42,15/08/2024,SUBIO,14.29,VERDURAS,77,3,12,4
PIMIENTO,MACHALA_MERCADO_MAYORISTA,0.58,0.58,0.58,,NAN,0.58,15/08/2024,NAN,,VERDURAS,77,3,20,1
PIMIENTO,MANTA_EL_MADRUGADOR,0.61,0.61,0.61,0.61,13/08/2024,0.61,16/08/2024,SE_MANTIENE,0.0,VERDURAS,77,3,27,2
PIMIENTO,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.33,0.41,0.48,,NAN,0.41,16/08/2024,NAN,,VERDURAS,77,3,14,1
PIMIENTO,PORTOVIEJO,0.39,0.44,0.46,0.39,16/08/2024,0.46,19/08/2024,SUBIO,15.22,VERDURAS,77,3,28,4
PIMIENTO,QUITO_MMQEP,0.59,0.6,0.61,0.61,16/08/2024,0.59,20/08/2024,BAJO,-3.39,VERDURAS,77,3,5,3
PIMIENTO,RIOBAMBA_EPEMMPA,0.38,0.43,0.52,0.52,19/08/2024,0.48,21/08/2024,BAJO,-8.33,VERDURAS,77,3,9,3
PIMIENTO,STO._DOMINGO,0.88,0.88,0.88,0.88,15/08/2024,0.88,20/08/2024,SE_MANTIENE,0.0,VERDURAS,77,3,15,2
PINA,BABAHOYO_4_DE_MAYO,1.02,1.02,1.02,,NAN,1.02,15/08/2024,NAN,,FRUTAS,78,2,18,1
PINA,CUENCA_EL_ARENAL,0.6,0.6,0.6,0.6,16/08/2024,0.6,20/08/2024,SE_MANTIENE,0.0,FRUTAS,78,2,11,2
PINA,GUAYAQUIL_TTV,0.41,0.41,0.41,0.41,15/08/2024,0.41,20/08/2024,SE_MANTIENE,0.0,FRUTAS,78,2,7,2
PINA,MANTA_EL_MADRUGADOR,0.66,0.66,0.66,0.66,13/08/2024,0.66,16/08/2024,SE_MANTIENE,0.0,FRUTAS,78,2,27,2
PINA,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.62,0.62,0.62,,NAN,0.62,16/08/2024,NAN,,FRUTAS,78,2,14,1
PINA,PORTOVIEJO,0.52,0.52,0.52,0.52,16/08/2024,0.52,19/08/2024,SE_MANTIENE,0.0,FRUTAS,78,2,28,2
PINA,QUITO_MMQEP,0.53,0.53,0.53,0.53,16/08/2024,0.53,20/08/2024,SE_MANTIENE,0.0,FRUTAS,78,2,5,2
PLATANO_BARRAGANETE_MADURO,BABAHOYO_4_DE_MAYO,0.29,0.29,0.29,,NAN,0.29,15/08/2024,NAN,,OTROS,79,6,18,1
PLATANO_BARRAGANETE_MADURO,CUENCA_EL_ARENAL,0.73,0.74,0.75,0.73,16/08/2024,0.75,20/08/2024,SUBIO,2.67,OTROS,79,6,11,4
PLATANO_BARRAGANETE_MADURO,GUAYAQUIL_TTV,0.35,0.36,0.38,0.35,15/08/2024,0.38,20/08/2024,SUBIO,7.89,OTROS,79,6,7,4
PLATANO_BARRAGANETE_MADURO,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.2,0.2,0.2,,NAN,0.2,16/08/2024,NAN,,OTROS,79,6,14,1
PLATANO_BARRAGANETE_MADURO,QUITO_MMQEP,0.44,0.44,0.45,0.45,16/08/2024,0.44,20/08/2024,BAJO,-2.27,OTROS,79,6,5,3
PLATANO_BARRAGANETE_VERDE,BABAHOYO_4_DE_MAYO,0.29,0.29,0.29,,NAN,0.29,15/08/2024,NAN,,OTROS,80,6,18,1
PLATANO_BARRAGANETE_VERDE,CUENCA_EL_ARENAL,0.73,0.74,0.75,0.73,16/08/2024,0.75,20/08/2024,SUBIO,2.67,OTROS,80,6,11,4
PLATANO_BARRAGANETE_VERDE,GUAYAQUIL_TTV,0.35,0.36,0.38,0.35,15/08/2024,0.38,20/08/2024,SUBIO,7.89,OTROS,80,6,7,4
PLATANO_BARRAGANETE_VERDE,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.2,0.2,0.2,,NAN,0.2,16/08/2024,NAN,,OTROS,80,6,14,1
PLATANO_BARRAGANETE_VERDE,QUITO_MMQEP,0.44,0.44,0.45,0.45,16/08/2024,0.44,20/08/2024,BAJO,-2.27,OTROS,80,6,5,3
PLATANO_BARRAGANETE_VERDE,STO._DOMINGO,0.19,0.19,0.19,0.19,15/08/2024,0.19,20/08/2024,SE_MANTIENE,0.0,OTROS,80,6,15,2
PLATANO_DOMINICO_MADURO,BABAHOYO_4_DE_MAYO,0.17,0.17,0.17,,NAN,0.17,15/08/2024,NAN,,OTROS,81,6,18,1
PLATANO_DOMINICO_MADURO,CUENCA_EL_ARENAL,0.44,0.44,0.44,,NAN,0.44,16/08/2024,NAN,,OTROS,81,6,11,1
PLATANO_DOMINICO_MADURO,GUAYAQUIL_TTV,0.29,0.3,0.31,0.29,15/08/2024,0.31,20/08/2024,SUBIO,6.45,OTROS,81,6,7,4
PLATANO_DOMINICO_MADURO,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.17,0.17,0.17,,NAN,0.17,16/08/2024,NAN,,OTROS,81,6,14,1
PLATANO_DOMINICO_MADURO,QUITO_MMQEP,0.29,0.3,0.31,0.29,16/08/2024,0.31,20/08/2024,SUBIO,6.45,OTROS,81,6,5,4
PLATANO_DOMINICO_VERDE,BABAHOYO_4_DE_MAYO,0.17,0.17,0.17,,NAN,0.17,15/08/2024,NAN,,OTROS,82,6,18,1
PLATANO_DOMINICO_VERDE,CUENCA_EL_ARENAL,0.44,0.44,0.44,,NAN,0.44,16/08/2024,NAN,,OTROS,82,6,11,1
PLATANO_DOMINICO_VERDE,GUAYAQUIL_TTV,0.29,0.3,0.31,0.29,15/08/2024,0.31,20/08/2024,SUBIO,6.45,OTROS,82,6,7,4
PLATANO_DOMINICO_VERDE,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.17,0.17,0.17,,NAN,0.17,16/08/2024,NAN,,OTROS,82,6,14,1
PLATANO_DOMINICO_VERDE,QUITO_MMQEP,0.29,0.3,0.31,0.29,16/08/2024,0.31,20/08/2024,SUBIO,6.45,OTROS,82,6,5,4
PLATANO_DOMINICO_VERDE,STO._DOMINGO,0.13,0.14,0.15,0.13,15/08/2024,0.15,20/08/2024,SUBIO,13.33,OTROS,82,6,15,4
PORCINO_A_LA_CANAL,CAMAL_MUNICIPAL_DE_CUENCA,3.3,3.3,3.3,,NAN,3.3,14/08/2024,NAN,,OTROS,83,6,21,1
PORCINO_A_LA_CANAL,CAMAL_MUNICIPAL_DE_GUAYAQUIL,4.09,4.09,4.09,4.09,11/08/2024,4.09,16/08/2024,SE_MANTIENE,0.0,OTROS,83,6,22,2
QUINUA,AMBATO_EPEMA,2.64,2.64,2.64,,NAN,2.64,14/08/2024,NAN,,GRANOS,84,4,1,1
QUINUA,CUENCA_3_DE_NOVIEMBRE,2.34,2.42,2.49,2.34,13/08/2024,2.49,20/08/2024,SUBIO,6.02,GRANOS,84,4,2,4
QUINUA,QUITO_MMQEP,2.62,2.62,2.62,2.62,16/08/2024,2.62,20/08/2024,SE_MANTIENE,0.0,GRANOS,84,4,5,2
QUINUA,RIOBAMBA_EPEMMPA,2.6,2.6,2.6,,NAN,2.6,15/08/2024,NAN,,GRANOS,84,4,9,1
REMOLACHA,AMBATO_EPEMA,0.37,0.4,0.43,0.37,19/08/2024,0.37,21/08/2024,SE_MANTIENE,0.0,OTROS,85,6,1,2
REMOLACHA,CUENCA_EL_ARENAL,0.37,0.45,0.62,0.37,16/08/2024,0.62,20/08/2024,SUBIO,40.32,OTROS,85,6,11,4
REMOLACHA,GUAYAQUIL_TTV,0.54,0.58,0.65,0.54,15/08/2024,0.65,20/08/2024,SUBIO,16.92,OTROS,85,6,7,4
REMOLACHA,LATACUNGA,0.38,0.39,0.42,0.38,16/08/2024,0.42,20/08/2024,SUBIO,9.52,OTROS,85,6,13,4
REMOLACHA,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.53,0.53,0.53,,NAN,0.53,16/08/2024,NAN,,OTROS,85,6,14,1
REMOLACHA,QUITO_MMQEP,0.31,0.36,0.4,0.31,16/08/2024,0.38,20/08/2024,SUBIO,18.42,OTROS,85,6,5,4
REMOLACHA,RIOBAMBA_EPEMMPA,0.43,0.51,0.61,0.46,16/08/2024,0.61,19/08/2024,SUBIO,24.59,OTROS,85,6,9,4
SANDIA_NACIONAL,CUENCA_EL_ARENAL,0.36,0.49,0.55,0.55,16/08/2024,0.36,20/08/2024,BAJO,-52.78,FRUTAS,86,2,11,3
SANDIA_NACIONAL,GUAYAQUIL_TTV,0.32,0.32,0.32,0.32,15/08/2024,0.32,20/08/2024,SE_MANTIENE,0.0,FRUTAS,86,2,7,2
SANDIA_NACIONAL,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.26,0.26,0.26,,NAN,0.26,16/08/2024,NAN,,FRUTAS,86,2,14,1
SANDIA_NACIONAL,PORTOVIEJO,0.25,0.26,0.27,0.27,16/08/2024,0.27,19/08/2024,SE_MANTIENE,0.0,FRUTAS,86,2,28,2
SANDIA_NACIONAL,QUITO_MMQEP,0.2,0.21,0.23,0.2,16/08/2024,0.23,20/08/2024,SUBIO,13.04,FRUTAS,86,2,5,4
SANDIA_NACIONAL,STO._DOMINGO,0.3,0.31,0.32,0.3,15/08/2024,0.32,20/08/2024,SUBIO,6.25,FRUTAS,86,2,15,4
SANDIA_PERUANA,GUAYAQUIL_TTV,0.35,0.35,0.35,0.35,15/08/2024,0.35,20/08/2024,SE_MANTIENE,0.0,FRUTAS,87,2,7,2
TOMATE_DE_ARBOL,AMBATO_EPEMA,1.05,1.21,1.38,1.15,19/08/2024,1.18,21/08/2024,SUBIO,2.54,FRUTAS,88,2,1,4
TOMATE_DE_ARBOL,CUENCA_EL_ARENAL,1.4,1.4,1.4,1.4,16/08/2024,1.4,20/08/2024,SE_MANTIENE,0.0,FRUTAS,88,2,11,2
TOMATE_DE_ARBOL,GUARANDA_24_DE_MAYO,1.5,1.5,1.5,,NAN,1.5,14/08/2024,NAN,,FRUTAS,88,2,24,1
TOMATE_DE_ARBOL,GUAYAQUIL_TTV,1.03,1.08,1.13,1.08,15/08/2024,1.13,20/08/2024,SUBIO,4.42,FRUTAS,88,2,7,4
TOMATE_DE_ARBOL,IBARRA_COMERCIBARRA,1.11,1.13,1.16,1.11,15/08/2024,1.13,19/08/2024,SUBIO,1.77,FRUTAS,88,2,12,4
TOMATE_DE_ARBOL,LATACUNGA,0.84,0.87,0.89,0.89,16/08/2024,0.84,20/08/2024,BAJO,-5.95,FRUTAS,88,2,13,3
TOMATE_DE_ARBOL,QUITO_MMQEP,1.16,1.19,1.2,1.16,16/08/2024,1.2,20/08/2024,SUBIO,3.33,FRUTAS,88,2,5,4
TOMATE_DE_ARBOL,RIOBAMBA_EPEMMPA,1.13,1.17,1.24,1.24,16/08/2024,1.13,19/08/2024,BAJO,-9.73,FRUTAS,88,2,9,3
TOMATE_RINON_A_CAMPO_ABIERTO,GUAYAQUIL_TTV,0.45,0.47,0.49,0.48,15/08/2024,0.45,20/08/2024,BAJO,-6.67,VERDURAS,89,3,7,3
TOMATE_RINON_A_CAMPO_ABIERTO,PORTOVIEJO,0.58,0.62,0.66,0.66,16/08/2024,0.62,19/08/2024,BAJO,-6.45,VERDURAS,89,3,28,3
TOMATE_RINON_DE_INVERNADERO,AMBATO_EPEMA,0.59,0.65,0.73,0.59,19/08/2024,0.65,21/08/2024,SUBIO,9.23,VERDURAS,90,3,1,4
TOMATE_RINON_DE_INVERNADERO,BABAHOYO_4_DE_MAYO,0.91,0.91,0.91,,NAN,0.91,15/08/2024,NAN,,VERDURAS,90,3,18,1
TOMATE_RINON_DE_INVERNADERO,CUENCA_EL_ARENAL,0.82,1.04,1.21,1.21,16/08/2024,0.82,20/08/2024,BAJO,-47.56,VERDURAS,90,3,11,3
TOMATE_RINON_DE_INVERNADERO,GUAYAQUIL_TTV,0.6,0.62,0.65,0.6,15/08/2024,0.65,20/08/2024,SUBIO,7.69,VERDURAS,90,3,7,4
TOMATE_RINON_DE_INVERNADERO,IBARRA_COMERCIBARRA,0.71,0.79,0.88,0.71,15/08/2024,0.77,19/08/2024,SUBIO,7.79,VERDURAS,90,3,12,4
TOMATE_RINON_DE_INVERNADERO,LATACUNGA,0.56,0.57,0.58,0.56,16/08/2024,0.58,20/08/2024,SUBIO,3.45,VERDURAS,90,3,13,4
TOMATE_RINON_DE_INVERNADERO,MILAGRO_MERCADO_DE_TRANSFERENCIA,0.67,0.67,0.67,,NAN,0.67,16/08/2024,NAN,,VERDURAS,90,3,14,1
TOMATE_RINON_DE_INVERNADERO,QUITO_MMQEP,0.64,0.69,0.77,0.64,16/08/2024,0.67,20/08/2024,SUBIO,4.48,VERDURAS,90,3,5,4
TOMATE_RINON_DE_INVERNADERO,RIOBAMBA_EPEMMPA,0.49,0.59,0.66,0.58,19/08/2024,0.49,21/08/2024,BAJO,-18.37,VERDURAS,90,3,9,3
TOMATE_RINON_DE_INVERNADERO,SALCEDO_PLAZA_AMERICA,0.49,0.49,0.49,,NAN,0.49,15/08/2024,NAN,,VERDURAS,90,3,26,1
TORO_EN_PIE_DESCARTE,AMBATO,1.36,1.36,1.36,,NAN,1.36,12/08/2024,NAN,,OTROS,91,6,30,1
UVA_NEGRA,GUARANDA_24_DE_MAYO,2.75,2.75,2.75,,NAN,2.75,14/08/2024,NAN,,FRUTAS,92,2,24,1
UVA_NEGRA,QUITO_MMQEP,1.5,1.5,1.5,1.5,16/08/2024,1.5,20/08/2024,SE_MANTIENE,0.0,FRUTAS,92,2,5,2
